,Adipose Tissue,Adrenal Gland,Bladder,Blood,Blood Vessel,Bone Marrow,Brain,Breast,Cervix Uteri,Colon,Esophagus,Fallopian Tube,Heart,Kidney,Liver,Lung,Muscle,Nerve,Ovary,Pancreas,Pituitary,Prostate,Salivary Gland,Skin,Small Intestine,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina
410,,,,,,,,,,,,,,,,,,GTEX-11DYG-0426-SM-5987J,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,GTEX-11EI6-0426-SM-5EQ43,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,GTEX-11EQ9-2326-SM-5HL5H,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,GTEX-11GS4-2826-SM-5HL56,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,GTEX-11GSO-2626-SM-5Q5AK,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,GTEX-11GSP-2826-SM-5A5LK,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,GTEX-11H98-0426-SM-5HL55,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,GTEX-11H98-0426-SM-EZ6XS,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,GTEX-11ILO-0426-SM-5HL4V,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,GTEX-11LCK-1326-SM-5Q5AN,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,GTEX-11NSD-1826-SM-5N9CF,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,GTEX-11NUK-0426-SM-5HL5V,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,GTEX-11O72-0526-SM-5Q5AO,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,GTEX-11OC5-0526-SM-5N9EE,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,GTEX-11OC5-0526-SM-EZ6XW,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,,,GTEX-11ONC-2326-SM-5HL6P,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,,,GTEX-11ONC-2326-SM-DOKK8,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,GTEX-11P7K-2226-SM-5GU56,,,,,,,,,,,,,
959,,,,,,,,,,,,,,,,,,GTEX-11P81-2626-SM-5GU6T,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,GTEX-11P82-1926-SM-5Q5AU,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,GTEX-11PRG-0126-SM-5BC55,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,,,GTEX-11TT1-2626-SM-5EGL2,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,GTEX-11TTK-0426-SM-5EQLT,,,,,,,,,,,,,
1119,,,,,,,,,,,,,,,,,,GTEX-11UD2-0426-SM-5EQ5W,,,,,,,,,,,,,
1153,,,,,,,,,,,,,,,,,,GTEX-11VI4-2126-SM-5EGI1,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,,,,,GTEX-11WQC-2826-SM-5GU7A,,,,,,,,,,,,,
1234,,,,,,,,,,,,,,,,,,GTEX-11XUK-2326-SM-5CVLM,,,,,,,,,,,,,
1301,,,,,,,,,,,,,,,,,,GTEX-11ZU8-2626-SM-5EQLL,,,,,,,,,,,,,
1322,,,,,,,,,,,,,,,,,,GTEX-11ZUS-1226-SM-5FQU8,,,,,,,,,,,,,
1352,,,,,,,,,,,,,,,,,,GTEX-11ZVC-2826-SM-5FQTC,,,,,,,,,,,,,
1383,,,,,,,,,,,,,,,,,,GTEX-1211K-2326-SM-5FQU7,,,,,,,,,,,,,
1399,,,,,,,,,,,,,,,,,,GTEX-12126-0626-SM-5Q5AQ,,,,,,,,,,,,,
1428,,,,,,,,,,,,,,,,,,GTEX-1212Z-2726-SM-5EQ59,,,,,,,,,,,,,
1439,,,,,,,,,,,,,,,,,,GTEX-12584-0326-SM-59HK2,,,,,,,,,,,,,
1475,,,,,,,,,,,,,,,,,,GTEX-12696-2626-SM-5EQ44,,,,,,,,,,,,,
1529,,,,,,,,,,,,,,,,,,GTEX-12BJ1-2626-SM-5FQUF,,,,,,,,,,,,,
1550,,,,,,,,,,,,,,,,,,GTEX-12C56-1826-SM-5EQ6D,,,,,,,,,,,,,
1566,,,,,,,,,,,,,,,,,,GTEX-12KS4-1126-SM-5FQUI,,,,,,,,,,,,,
1585,,,,,,,,,,,,,,,,,,GTEX-12WS9-0426-SM-59HJW,,,,,,,,,,,,,
1630,,,,,,,,,,,,,,,,,,GTEX-12WSB-0426-SM-5BC6H,,,,,,,,,,,,,
1680,,,,,,,,,,,,,,,,,,GTEX-12WSD-0326-SM-59HKP,,,,,,,,,,,,,
1738,,,,,,,,,,,,,,,,,,GTEX-12WSF-0426-SM-7KUMT,,,,,,,,,,,,,
1765,,,,,,,,,,,,,,,,,,GTEX-12WSG-2726-SM-5EQ5M,,,,,,,,,,,,,
1854,,,,,,,,,,,,,,,,,,GTEX-12WSK-2626-SM-5GCOT,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,GTEX-12WSL-2826-SM-5LZWL,,,,,,,,,,,,,
1904,,,,,,,,,,,,,,,,,,GTEX-12WSM-0426-SM-5LZVU,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,,,GTEX-12ZZX-0426-SM-5DUVT,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,GTEX-12ZZY-0426-SM-5LZW3,,,,,,,,,,,,,
2074,,,,,,,,,,,,,,,,,,GTEX-13111-2026-SM-5GCMN,,,,,,,,,,,,,
2123,,,,,,,,,,,,,,,,,,GTEX-13113-2026-SM-5LZU3,,,,,,,,,,,,,
2148,,,,,,,,,,,,,,,,,,GTEX-1313W-0326-SM-5LZU5,,,,,,,,,,,,,
2174,,,,,,,,,,,,,,,,,,GTEX-1314G-1826-SM-5LZVA,,,,,,,,,,,,,
2200,,,,,,,,,,,,,,,,,,GTEX-131XE-2526-SM-5EQ57,,,,,,,,,,,,,
2228,,,,,,,,,,,,,,,,,,GTEX-131XF-2426-SM-5BC6C,,,,,,,,,,,,,
2264,,,,,,,,,,,,,,,,,,GTEX-131XG-2526-SM-5HL7F,,,,,,,,,,,,,
2287,,,,,,,,,,,,,,,,,,GTEX-131XH-2526-SM-5GCND,,,,,,,,,,,,,
2300,,,,,,,,,,,,,,,,,,GTEX-131XW-0126-SM-5LZWD,,,,,,,,,,,,,
2325,,,,,,,,,,,,,,,,,,GTEX-131YS-0326-SM-5PNYW,,,,,,,,,,,,,
2378,,,,,,,,,,,,,,,,,,GTEX-132NY-0526-SM-5EQ4V,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,GTEX-132QS-2426-SM-62LFI,,,,,,,,,,,,,
2457,,,,,,,,,,,,,,,,,,GTEX-1339X-2726-SM-5PNYU,,,,,,,,,,,,,
2476,,,,,,,,,,,,,,,,,,GTEX-133LE-2126-SM-5IJBX,,,,,,,,,,,,,
2514,,,,,,,,,,,,,,,,,,GTEX-1399R-2426-SM-5IJFC,,,,,,,,,,,,,
2543,,,,,,,,,,,,,,,,,,GTEX-1399S-2426-SM-5K7U3,,,,,,,,,,,,,
2570,,,,,,,,,,,,,,,,,,GTEX-1399T-2526-SM-DLIPI,,,,,,,,,,,,,
2571,,,,,,,,,,,,,,,,,,GTEX-1399T-2526-SM-DMZ31,,,,,,,,,,,,,
2608,,,,,,,,,,,,,,,,,,GTEX-1399U-2626-SM-9YFKU,,,,,,,,,,,,,
2631,,,,,,,,,,,,,,,,,,GTEX-139T4-0426-SM-5J1OQ,,,,,,,,,,,,,
2632,,,,,,,,,,,,,,,,,,GTEX-139T4-0426-SM-DK2JW,,,,,,,,,,,,,
2633,,,,,,,,,,,,,,,,,,GTEX-139T4-0426-SM-DLIOF,,,,,,,,,,,,,
2652,,,,,,,,,,,,,,,,,,GTEX-139T6-1726-SM-5PNZ3,,,,,,,,,,,,,
2666,,,,,,,,,,,,,,,,,,GTEX-139T8-0326-SM-5IJCM,,,,,,,,,,,,,
2710,,,,,,,,,,,,,,,,,,GTEX-139TT-0326-SM-5IJC3,,,,,,,,,,,,,
2724,,,,,,,,,,,,,,,,,,GTEX-139TU-0326-SM-62LFK,,,,,,,,,,,,,
2794,,,,,,,,,,,,,,,,,,GTEX-139YR-2626-SM-5K7U4,,,,,,,,,,,,,
2818,,,,,,,,,,,,,,,,,,GTEX-13CF2-2826-SM-5LZX9,,,,,,,,,,,,,
2900,,,,,,,,,,,,,,,,,,GTEX-13D11-2626-SM-5IJDB,,,,,,,,,,,,,
2931,,,,,,,,,,,,,,,,,,GTEX-13FH7-2426-SM-5K7US,,,,,,,,,,,,,
2949,,,,,,,,,,,,,,,,,,GTEX-13FHO-0526-SM-5K7VS,,,,,,,,,,,,,
2977,,,,,,,,,,,,,,,,,,GTEX-13FHP-0326-SM-5K7U2,,,,,,,,,,,,,
3019,,,,,,,,,,,,,,,,,,GTEX-13FLV-2326-SM-5K7UK,,,,,,,,,,,,,
3060,,,,,,,,,,,,,,,,,,GTEX-13FTW-2426-SM-9WG73,,,,,,,,,,,,,
3092,,,,,,,,,,,,,,,,,,GTEX-13FTY-0326-SM-5L3DN,,,,,,,,,,,,,
3168,,,,,,,,,,,,,,,,,,GTEX-13G51-2826-SM-5LZWV,,,,,,,,,,,,,
3185,,,,,,,,,,,,,,,,,,GTEX-13IVO-0426-SM-5LZY7,,,,,,,,,,,,,
3212,,,,,,,,,,,,,,,,,,GTEX-13JUV-2526-SM-5J1OD,,,,,,,,,,,,,
3233,,,,,,,,,,,,,,,,,,GTEX-13JVG-0526-SM-5IJBN,,,,,,,,,,,,,
3266,,,,,,,,,,,,,,,,,,GTEX-13N11-2826-SM-5KM4Z,,,,,,,,,,,,,
3285,,,,,,,,,,,,,,,,,,GTEX-13N1W-0426-SM-5MR46,,,,,,,,,,,,,
3377,,,,,,,,,,,,,,,,,,GTEX-13NYC-0626-SM-5K7U8,,,,,,,,,,,,,
3401,,,,,,,,,,,,,,,,,,GTEX-13NYS-0426-SM-5MR4X,,,,,,,,,,,,,
3432,,,,,,,,,,,,,,,,,,GTEX-13NZ9-0726-SM-5J1ME,,,,,,,,,,,,,
3454,,,,,,,,,,,,,,,,,,GTEX-13NZA-0326-SM-5J1MK,,,,,,,,,,,,,
3486,,,,,,,,,,,,,,,,,,GTEX-13O1R-0426-SM-5K7WG,,,,,,,,,,,,,
3517,,,,,,,,,,,,,,,,,,GTEX-13O21-1826-SM-5MR5M,,,,,,,,,,,,,
3543,,,,,,,,,,,,,,,,,,GTEX-13O3O-0326-SM-5K7W2,,,,,,,,,,,,,
3567,,,,,,,,,,,,,,,,,,GTEX-13O3P-0326-SM-5K7VM,,,,,,,,,,,,,
3610,,,,,,,,,,,,,,,,,,GTEX-13O3Q-2626-SM-5KM3S,,,,,,,,,,,,,
3643,,,,,,,,,,,,,,,,,,GTEX-13O61-2626-SM-5KM4U,,,,,,,,,,,,,
3664,,,,,,,,,,,,,,,,,,GTEX-13OVG-2226-SM-5K7V8,,,,,,,,,,,,,
3707,,,,,,,,,,,,,,,,,,GTEX-13OVI-1526-SM-5K7VX,,,,,,,,,,,,,
3738,,,,,,,,,,,,,,,,,,GTEX-13OVJ-0426-SM-5L3GX,,,,,,,,,,,,,
3797,,,,,,,,,,,,,,,,,,GTEX-13OVL-1526-SM-5K7WA,,,,,,,,,,,,,
3847,,,,,,,,,,,,,,,,,,GTEX-13OW6-0226-SM-5J1NB,,,,,,,,,,,,,
3886,,,,,,,,,,,,,,,,,,GTEX-13OW7-0526-SM-5J1N2,,,,,,,,,,,,,
3921,,,,,,,,,,,,,,,,,,GTEX-13OW8-1526-SM-5K7V2,,,,,,,,,,,,,
3977,,,,,,,,,,,,,,,,,,GTEX-13PL7-1926-SM-5J1MM,,,,,,,,,,,,,
4011,,,,,,,,,,,,,,,,,,GTEX-13PVQ-0426-SM-5J1OG,,,,,,,,,,,,,
4053,,,,,,,,,,,,,,,,,,GTEX-13PVR-2626-SM-7DHKQ,,,,,,,,,,,,,
4081,,,,,,,,,,,,,,,,,,GTEX-13QBU-2326-SM-5LU49,,,,,,,,,,,,,
4097,,,,,,,,,,,,,,,,,,GTEX-13QIC-1426-SM-5LU4V,,,,,,,,,,,,,
4111,,,,,,,,,,,,,,,,,,GTEX-13QJ3-0526-SM-5QGQY,,,,,,,,,,,,,
4169,,,,,,,,,,,,,,,,,,GTEX-13RTJ-2826-SM-5QGQH,,,,,,,,,,,,,
4209,,,,,,,,,,,,,,,,,,GTEX-13S7M-0426-SM-5S2US,,,,,,,,,,,,,
4233,,,,,,,,,,,,,,,,,,GTEX-13S86-2426-SM-5S2MX,,,,,,,,,,,,,
4274,,,,,,,,,,,,,,,,,,GTEX-13SLX-0126-SM-5S2MM,,,,,,,,,,,,,
4326,,,,,,,,,,,,,,,,,,GTEX-13VXT-0426-SM-5LU57,,,,,,,,,,,,,
4362,,,,,,,,,,,,,,,,,,GTEX-13VXU-0426-SM-5LU3I,,,,,,,,,,,,,
4403,,,,,,,,,,,,,,,,,,GTEX-13W3W-2726-SM-5SIAE,,,,,,,,,,,,,
4409,,,,,,,,,,,,,,,,,,GTEX-13W46-0526-SM-5IJBD,,,,,,,,,,,,,
4482,,,,,,,,,,,,,,,,,,GTEX-13X6J-0426-SM-5O9D3,,,,,,,,,,,,,
4510,,,,,,,,,,,,,,,,,,GTEX-13X6K-0426-SM-5O9DZ,,,,,,,,,,,,,
4528,,,,,,,,,,,,,,,,,,GTEX-13YAN-0626-SM-5O9BQ,,,,,,,,,,,,,
4562,,,,,,,,,,,,,,,,,,GTEX-144FL-0426-SM-5O9A1,,,,,,,,,,,,,
4582,,,,,,,,,,,,,,,,,,GTEX-144GL-0426-SM-5QGOZ,,,,,,,,,,,,,
4583,,,,,,,,,,,,,,,,,,GTEX-144GL-0426-SM-DK2JR,,,,,,,,,,,,,
4584,,,,,,,,,,,,,,,,,,GTEX-144GL-0426-SM-DLIOC,,,,,,,,,,,,,
4619,,,,,,,,,,,,,,,,,,GTEX-144GM-2126-SM-5LU3P,,,,,,,,,,,,,
4634,,,,,,,,,,,,,,,,,,GTEX-144GN-2526-SM-5LU54,,,,,,,,,,,,,
4694,,,,,,,,,,,,,,,,,,GTEX-145LT-1926-SM-5QGP5,,,,,,,,,,,,,
4709,,,,,,,,,,,,,,,,,,GTEX-145LU-0726-SM-5QGP2,,,,,,,,,,,,,
4730,,,,,,,,,,,,,,,,,,GTEX-145LV-2526-SM-5S2VA,,,,,,,,,,,,,
4756,,,,,,,,,,,,,,,,,,GTEX-145ME-2126-SM-5SIAH,,,,,,,,,,,,,
4817,,,,,,,,,,,,,,,,,,GTEX-145MH-1426-SM-5QGPO,,,,,,,,,,,,,
4871,,,,,,,,,,,,,,,,,,GTEX-145MO-0526-SM-5Q5F7,,,,,,,,,,,,,
4892,,,,,,,,,,,,,,,,,,GTEX-146FH-0326-SM-5QGPT,,,,,,,,,,,,,
4916,,,,,,,,,,,,,,,,,,GTEX-146FQ-0426-SM-5NQBA,,,,,,,,,,,,,
4943,,,,,,,,,,,,,,,,,,GTEX-146FR-1426-SM-5SIAV,,,,,,,,,,,,,
4960,,,,,,,,,,,,,,,,,,GTEX-14753-0126-SM-5S2TX,,,,,,,,,,,,,
4989,,,,,,,,,,,,,,,,,,GTEX-1477Z-1526-SM-5SI9V,,,,,,,,,,,,,
5066,,,,,,,,,,,,,,,,,,GTEX-147JS-0626-SM-5TDD4,,,,,,,,,,,,,
5157,,,,,,,,,,,,,,,,,,GTEX-14A5I-0426-SM-5NQ9V,,,,,,,,,,,,,
5181,,,,,,,,,,,,,,,,,,GTEX-14A6H-2626-SM-5NQBO,,,,,,,,,,,,,
5235,,,,,,,,,,,,,,,,,,GTEX-14AS3-2226-SM-5S2OX,,,,,,,,,,,,,
5251,,,,,,,,,,,,,,,,,,GTEX-14ASI-0326-SM-5S2VH,,,,,,,,,,,,,
5286,,,,,,,,,,,,,,,,,,GTEX-14BIL-0426-SM-5SIA3,,,,,,,,,,,,,
5313,,,,,,,,,,,,,,,,,,GTEX-14BIM-0426-SM-5SI9N,,,,,,,,,,,,,
5341,,,,,,,,,,,,,,,,,,GTEX-14BIN-0826-SM-793DR,,,,,,,,,,,,,
5398,,,,,,,,,,,,,,,,,,GTEX-14BMV-0426-SM-5TDEF,,,,,,,,,,,,,
5424,,,,,,,,,,,,,,,,,,GTEX-14C38-0626-SM-5S2TV,,,,,,,,,,,,,
5467,,,,,,,,,,,,,,,,,,GTEX-14C39-2726-SM-7DUEK,,,,,,,,,,,,,
5486,,,,,,,,,,,,,,,,,,GTEX-14C5O-0426-SM-5ZZUW,,,,,,,,,,,,,
5522,,,,,,,,,,,,,,,,,,GTEX-14DAQ-0426-SM-664MS,,,,,,,,,,,,,
5567,,,,,,,,,,,,,,,,,,GTEX-14DAR-2226-SM-5S2VT,,,,,,,,,,,,,
5607,,,,,,,,,,,,,,,,,,GTEX-14E6C-1026-SM-5SI6P,,,,,,,,,,,,,
5661,,,,,,,,,,,,,,,,,,GTEX-14E6E-2226-SM-5SI6F,,,,,,,,,,,,,
5677,,,,,,,,,,,,,,,,,,GTEX-14E7W-0426-SM-5S2O4,,,,,,,,,,,,,
5715,,,,,,,,,,,,,,,,,,GTEX-14ICK-0526-SM-6EU26,,,,,,,,,,,,,
5746,,,,,,,,,,,,,,,,,,GTEX-14JFF-0426-SM-6LLHR,,,,,,,,,,,,,
5795,,,,,,,,,,,,,,,,,,GTEX-14JG6-1926-SM-6LLIG,,,,,,,,,,,,,
5843,,,,,,,,,,,,,,,,,,GTEX-14LLW-0326-SM-5ZZWD,,,,,,,,,,,,,
5881,,,,,,,,,,,,,,,,,,GTEX-14PHW-0526-SM-6LLIP,,,,,,,,,,,,,
5903,,,,,,,,,,,,,,,,,,GTEX-14PHX-2526-SM-62LEO,,,,,,,,,,,,,
5917,,,,,,,,,,,,,,,,,,GTEX-14PHY-2626-SM-62LF8,,,,,,,,,,,,,
5926,,,,,,,,,,,,,,,,,,GTEX-14PII-0426-SM-6LLIR,,,,,,,,,,,,,
5969,,,,,,,,,,,,,,,,,,GTEX-14PJ3-2226-SM-62LFD,,,,,,,,,,,,,
5995,,,,,,,,,,,,,,,,,,GTEX-14PJ4-2526-SM-6LLIT,,,,,,,,,,,,,
6034,,,,,,,,,,,,,,,,,,GTEX-14PJ6-2426-SM-6ETZS,,,,,,,,,,,,,
6105,,,,,,,,,,,,,,,,,,GTEX-14PJO-0326-SM-6LLHT,,,,,,,,,,,,,
6202,,,,,,,,,,,,,,,,,,GTEX-14PN3-2626-SM-6EU17,,,,,,,,,,,,,
6292,,,,,,,,,,,,,,,,,,GTEX-15CHC-2526-SM-686YX,,,,,,,,,,,,,
6368,,,,,,,,,,,,,,,,,,GTEX-15CHS-0326-SM-6AJ9V,,,,,,,,,,,,,
6468,,,,,,,,,,,,,,,,,,GTEX-15DDE-0326-SM-6LLJ5,,,,,,,,,,,,,
6496,,,,,,,,,,,,,,,,,,GTEX-15DYW-0326-SM-6PAN9,,,,,,,,,,,,,
6551,,,,,,,,,,,,,,,,,,GTEX-15EO6-2626-SM-6PALK,,,,,,,,,,,,,
6589,,,,,,,,,,,,,,,,,,GTEX-15ER7-0126-SM-6PAM2,,,,,,,,,,,,,
6666,,,,,,,,,,,,,,,,,,GTEX-15F5U-1926-SM-6PANL,,,,,,,,,,,,,
6667,,,,,,,,,,,,,,,,,,GTEX-15F5U-1926-SM-DK2JV,,,,,,,,,,,,,
6685,,,,,,,,,,,,,,,,,,GTEX-15FZZ-1926-SM-7KFTQ,,,,,,,,,,,,,
6701,,,,,,,,,,,,,,,,,,GTEX-15G19-0326-SM-7KUGF,,,,,,,,,,,,,
6777,,,,,,,,,,,,,,,,,,GTEX-15RIG-0526-SM-7KFTP,,,,,,,,,,,,,
6916,,,,,,,,,,,,,,,,,,GTEX-15SKB-0426-SM-6PALQ,,,,,,,,,,,,,
6937,,,,,,,,,,,,,,,,,,GTEX-15TU5-0426-SM-6PALT,,,,,,,,,,,,,
6990,,,,,,,,,,,,,,,,,,GTEX-15UKP-0226-SM-7KFTD,,,,,,,,,,,,,
7012,,,,,,,,,,,,,,,,,,GTEX-169BO-1726-SM-9MQLX,,,,,,,,,,,,,
7043,,,,,,,,,,,,,,,,,,GTEX-16AAH-2126-SM-7LG4D,,,,,,,,,,,,,
7051,,,,,,,,,,,,,,,,,,GTEX-16BQI-0626-SM-6PAMS,,,,,,,,,,,,,
7072,,,,,,,,,,,,,,,,,,GTEX-16GPK-0326-SM-793BT,,,,,,,,,,,,,
7115,,,,,,,,,,,,,,,,,,GTEX-16MT9-0226-SM-793BN,,,,,,,,,,,,,
7146,,,,,,,,,,,,,,,,,,GTEX-16NFA-2526-SM-7KUFT,,,,,,,,,,,,,
7173,,,,,,,,,,,,,,,,,,GTEX-16NGA-2026-SM-7LG4Q,,,,,,,,,,,,,
7200,,,,,,,,,,,,,,,,,,GTEX-16NPX-0426-SM-7EWDJ,,,,,,,,,,,,,
7220,,,,,,,,,,,,,,,,,,GTEX-16XZY-2326-SM-7EWDD,,,,,,,,,,,,,
7241,,,,,,,,,,,,,,,,,,GTEX-16XZZ-0326-SM-7EWD6,,,,,,,,,,,,,
7285,,,,,,,,,,,,,,,,,,GTEX-16YQH-0526-SM-7KUE8,,,,,,,,,,,,,
7343,,,,,,,,,,,,,,,,,,GTEX-178AV-1826-SM-7KUE2,,,,,,,,,,,,,
7349,,,,,,,,,,,,,,,,,,GTEX-17EUY-0226-SM-79OKV,,,,,,,,,,,,,
7386,,,,,,,,,,,,,,,,,,GTEX-17EVP-1126-SM-793C4,,,,,,,,,,,,,
7414,,,,,,,,,,,,,,,,,,GTEX-17EVQ-1026-SM-7IGOG,,,,,,,,,,,,,
7431,,,,,,,,,,,,,,,,,,GTEX-17F96-0326-SM-793BR,,,,,,,,,,,,,
7460,,,,,,,,,,,,,,,,,,GTEX-17F97-0126-SM-7LT8N,,,,,,,,,,,,,
7486,,,,,,,,,,,,,,,,,,GTEX-17F98-0826-SM-7DUF7,,,,,,,,,,,,,
7500,,,,,,,,,,,,,,,,,,GTEX-17F9E-0426-SM-7IGP1,,,,,,,,,,,,,
7527,,,,,,,,,,,,,,,,,,GTEX-17F9Y-0926-SM-79OJU,,,,,,,,,,,,,
7578,,,,,,,,,,,,,,,,,,GTEX-17HG3-2526-SM-7IGOD,,,,,,,,,,,,,
7591,,,,,,,,,,,,,,,,,,GTEX-17HGU-0426-SM-7DUES,,,,,,,,,,,,,
7636,,,,,,,,,,,,,,,,,,GTEX-17HHE-2226-SM-7EPGN,,,,,,,,,,,,,
7652,,,,,,,,,,,,,,,,,,GTEX-17HHY-0626-SM-7EPGF,,,,,,,,,,,,,
7680,,,,,,,,,,,,,,,,,,GTEX-17HII-0526-SM-7DHLP,,,,,,,,,,,,,
7708,,,,,,,,,,,,,,,,,,GTEX-17JCI-0426-SM-7LG4R,,,,,,,,,,,,,
7768,,,,,,,,,,,,,,,,,,GTEX-17MF6-0426-SM-79ONB,,,,,,,,,,,,,
7812,,,,,,,,,,,,,,,,,,GTEX-183FY-0426-SM-7MKGK,,,,,,,,,,,,,
7840,,,,,,,,,,,,,,,,,,GTEX-183WM-0526-SM-731BD,,,,,,,,,,,,,
7874,,,,,,,,,,,,,,,,,,GTEX-18465-0526-SM-7LG4K,,,,,,,,,,,,,
7898,,,,,,,,,,,,,,,,,,GTEX-18A66-0426-SM-718BF,,,,,,,,,,,,,
7959,,,,,,,,,,,,,,,,,,GTEX-18A6Q-0426-SM-731CC,,,,,,,,,,,,,
7987,,,,,,,,,,,,,,,,,,GTEX-18A7A-0426-SM-731B6,,,,,,,,,,,,,
8012,,,,,,,,,,,,,,,,,,GTEX-18A7B-0426-SM-7LG4T,,,,,,,,,,,,,
8038,,,,,,,,,,,,,,,,,,GTEX-18D9A-1726-SM-731BS,,,,,,,,,,,,,
8045,,,,,,,,,,,,,,,,,,GTEX-18D9B-0226-SM-731CV,,,,,,,,,,,,,
8076,,,,,,,,,,,,,,,,,,GTEX-18D9U-0826-SM-7LG5K,,,,,,,,,,,,,
8096,,,,,,,,,,,,,,,,,,GTEX-18QFQ-0426-SM-72D7E,,,,,,,,,,,,,
8119,,,,,,,,,,,,,,,,,,GTEX-19HZE-0626-SM-73KXJ,,,,,,,,,,,,,
8133,,,,,,,,,,,,,,,,,,GTEX-1A32A-0326-SM-718B3,,,,,,,,,,,,,
8175,,,,,,,,,,,,,,,,,,GTEX-1A3MV-2326-SM-731CT,,,,,,,,,,,,,
8182,,,,,,,,,,,,,,,,,,GTEX-1A3MW-0326-SM-731EF,,,,,,,,,,,,,
8210,,,,,,,,,,,,,,,,,,GTEX-1A3MX-0326-SM-73KXV,,,,,,,,,,,,,
8230,,,,,,,,,,,,,,,,,,GTEX-1A8FM-0326-SM-7SB7R,,,,,,,,,,,,,
8259,,,,,,,,,,,,,,,,,,GTEX-1A8G6-0326-SM-72D6F,,,,,,,,,,,,,
8286,,,,,,,,,,,,,,,,,,GTEX-1A8G7-0526-SM-73KYA,,,,,,,,,,,,,
8314,,,,,,,,,,,,,,,,,,GTEX-1AMEY-1626-SM-7MGW1,,,,,,,,,,,,,
8341,,,,,,,,,,,,,,,,,,GTEX-1AMFI-2326-SM-731CI,,,,,,,,,,,,,
8363,,,,,,,,,,,,,,,,,,GTEX-1AX8Y-2326-SM-7189N,,,,,,,,,,,,,
8415,,,,,,,,,,,,,,,,,,GTEX-1AX9I-0426-SM-73KY3,,,,,,,,,,,,,
8441,,,,,,,,,,,,,,,,,,GTEX-1AX9J-0526-SM-72D5O,,,,,,,,,,,,,
8484,,,,,,,,,,,,,,,,,,GTEX-1AX9K-2526-SM-7DUG4,,,,,,,,,,,,,
8507,,,,,,,,,,,,,,,,,,GTEX-1AYCT-2026-SM-793CJ,,,,,,,,,,,,,
8559,,,,,,,,,,,,,,,,,,GTEX-1B8KE-2426-SM-73KYE,,,,,,,,,,,,,
8588,,,,,,,,,,,,,,,,,,GTEX-1B8KZ-2326-SM-7DUG9,,,,,,,,,,,,,
8623,,,,,,,,,,,,,,,,,,GTEX-1B8L1-2926-SM-7DUGA,,,,,,,,,,,,,
8639,,,,,,,,,,,,,,,,,,GTEX-1B8SF-0326-SM-7EWEN,,,,,,,,,,,,,
8662,,,,,,,,,,,,,,,,,,GTEX-1B8SG-0426-SM-73KY9,,,,,,,,,,,,,
8681,,,,,,,,,,,,,,,,,,GTEX-1B932-0326-SM-7IGMV,,,,,,,,,,,,,
8719,,,,,,,,,,,,,,,,,,GTEX-1B933-0226-SM-7SB6Z,,,,,,,,,,,,,
8755,,,,,,,,,,,,,,,,,,GTEX-1B97I-1826-SM-7939W,,,,,,,,,,,,,
8772,,,,,,,,,,,,,,,,,,GTEX-1B97J-1326-SM-7PC2G,,,,,,,,,,,,,
8810,,,,,,,,,,,,,,,,,,GTEX-1B996-0526-SM-79OOE,,,,,,,,,,,,,
8840,,,,,,,,,,,,,,,,,,GTEX-1BAJH-0326-SM-73KWM,,,,,,,,,,,,,
8884,,,,,,,,,,,,,,,,,,GTEX-1C2JI-2026-SM-7IGML,,,,,,,,,,,,,
8912,,,,,,,,,,,,,,,,,,GTEX-1C475-2026-SM-793CI,,,,,,,,,,,,,
8944,,,,,,,,,,,,,,,,,,GTEX-1C64N-0426-SM-7PC31,,,,,,,,,,,,,
8963,,,,,,,,,,,,,,,,,,GTEX-1C64O-0426-SM-7SB8Q,,,,,,,,,,,,,
8998,,,,,,,,,,,,,,,,,,GTEX-1C6VQ-0626-SM-7EPHE,,,,,,,,,,,,,
